,cs.AI,cs.AR,cs.CC,cs.CE,cs.CG,cs.CL,cs.CR,cs.CV,cs.CY,cs.DB,cs.DC,cs.DL,cs.DM,cs.DS,cs.ET,cs.FL,cs.GL,cs.GR,cs.GT,cs.HC,cs.IR,cs.IT,cs.LG,cs.LO,cs.MA,cs.MM,cs.MS,cs.NA,cs.NE,cs.NI,cs.OH,cs.OS,cs.PF,cs.PL,cs.RO,cs.SC,cs.SD,cs.SE,cs.SI,cs.SY
cs.NE,12,2,0,4,1,8,1,14,0,1,1,0,0,4,6,0,0,0,0,0,0,3,78,1,0,0,0,0,88,0,0,0,0,1,10,0,2,4,0,0
cs.NI,2,1,1,0,0,0,35,12,6,2,27,0,0,4,2,0,0,0,6,2,0,60,31,0,0,3,0,0,1,356,1,1,0,0,7,0,1,8,9,4
cs.OH,4,3,0,1,0,3,5,2,9,2,4,1,0,0,0,0,0,1,0,2,0,7,0,0,0,0,0,0,0,5,5,0,0,0,2,0,0,4,4,4
cs.OS,0,0,0,0,0,0,2,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,4,0,1
cs.PF,0,2,0,1,0,0,1,0,0,1,18,0,0,4,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,4,1,0,1,1,0,0,0,4,1,0
cs.PL,6,2,0,0,0,8,10,0,1,0,8,0,0,2,0,2,0,0,0,0,0,0,1,27,0,0,0,0,0,1,0,0,0,89,0,0,0,27,0,0
cs.RO,18,2,1,4,1,4,1,102,1,0,7,0,0,3,1,0,0,1,0,22,0,5,54,0,6,0,0,0,2,7,1,0,0,1,819,1,0,11,0,12
cs.SC,0,0,2,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,3,4,7,0,0,1,0,1,0,0,0,0,1,0,12,0,0,0,0
cs.SD,0,0,0,1,0,40,4,59,0,1,0,0,0,0,0,0,0,0,0,1,1,3,8,0,0,0,0,0,0,0,1,0,0,0,1,0,130,1,0,0
cs.SE,18,0,0,0,0,38,33,4,15,7,16,7,0,0,0,0,0,1,0,16,1,0,24,7,0,0,2,0,3,4,0,0,0,8,1,0,0,368,7,3
cs.SI,6,0,0,1,0,18,0,7,28,1,1,5,0,10,0,0,0,0,5,6,10,3,54,0,0,0,0,0,1,4,0,0,0,0,0,0,0,3,223,0
cs.SY,2,2,0,6,0,0,3,0,1,0,2,0,0,0,0,1,0,0,2,0,1,11,15,5,5,0,0,0,0,9,0,0,0,0,9,0,1,0,0,78
