,cs.AI,cs.AR,cs.CC,cs.CE,cs.CG,cs.CL,cs.CR,cs.CV,cs.CY,cs.DB,cs.DC,cs.DL,cs.DM,cs.DS,cs.ET,cs.FL,cs.GL,cs.GR,cs.GT,cs.HC,cs.IR,cs.IT,cs.LG,cs.LO,cs.MA,cs.MM,cs.MS,cs.NA,cs.NE,cs.NI,cs.OH,cs.OS,cs.PF,cs.PL,cs.RO,cs.SC,cs.SD,cs.SE,cs.SI,cs.SY
cs.MM,1,0,0,0,0,7,7,38,0,0,0,0,0,0,0,0,0,2,0,7,2,1,0,0,0,8,0,0,0,9,0,0,0,0,0,0,1,0,1,0
cs.MS,1,0,0,1,0,1,0,0,0,0,7,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,10,0,0,0,1,0,0,5,0,1,0,4,0,0
cs.NA,0,0,0,10,1,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,2,6,3,0,0,0,8,0,0,0,0,0,0,1,1,0,1,0,0
cs.NE,20,0,0,3,0,6,1,13,1,1,2,0,0,2,6,0,0,1,0,0,0,2,74,1,0,0,0,0,94,0,0,0,0,0,6,0,3,5,0,0
cs.NI,2,0,0,0,1,1,35,7,7,2,27,0,0,4,1,0,0,0,6,1,0,64,26,0,1,4,0,0,1,363,1,1,1,0,10,0,2,4,7,3
cs.OH,4,1,0,2,0,2,5,2,8,1,3,1,0,0,2,0,0,1,0,1,0,6,2,0,0,0,0,0,0,7,3,0,0,0,4,0,0,7,2,4
cs.OS,0,0,0,0,0,0,2,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,2,0,1
cs.PF,0,1,0,0,0,1,0,0,0,1,19,0,0,3,0,0,0,0,0,0,0,7,2,0,0,0,0,0,0,6,0,0,1,1,0,0,0,5,0,1
cs.PL,4,2,0,0,0,9,9,0,1,0,10,0,0,2,0,3,0,0,0,1,0,0,1,26,0,0,0,0,0,1,0,0,0,93,0,0,0,22,0,0
cs.RO,25,0,1,3,2,4,1,89,1,0,7,0,0,2,1,0,0,2,0,22,0,6,57,0,5,0,0,0,2,1,3,0,0,0,829,1,0,10,0,13
cs.SC,0,0,4,0,1,0,0,0,0,0,2,0,1,3,0,0,0,0,0,0,0,1,4,7,0,0,0,0,1,0,0,0,0,0,0,11,0,0,0,0
cs.SD,0,0,0,1,0,33,4,50,0,0,0,0,1,0,0,0,0,0,0,1,1,4,9,0,0,0,0,0,0,0,1,0,0,0,0,0,144,2,0,0
cs.SE,23,0,0,0,0,36,33,1,14,8,13,6,0,0,0,0,0,1,0,17,3,0,27,5,0,0,1,0,1,4,0,0,0,7,2,0,0,374,4,3
cs.SI,5,0,0,1,0,20,2,5,22,1,0,6,1,9,0,0,0,0,5,5,11,3,52,0,1,0,0,0,0,4,0,0,0,0,0,0,0,4,229,0
cs.SY,1,1,0,5,0,0,2,0,1,0,1,0,1,0,1,2,0,0,2,0,0,11,17,5,5,0,0,0,1,9,1,0,0,0,9,0,1,0,0,77
